,Fuel,Driven_kilometers,Num_of_owners,Transmission,Location,Name,Year,Company,Price1
1064,Diesel,"82,388 km",1st Owner,AUTOMATIC,HR-26,Hyundai Elite i20,2015,Hyundai,"4,81,599"
1065,Diesel,"50,672 km",1st Owner,MANUAL,DL-3C,Maruti Ertiga VDI,2017,Maruti,"6,90,000"
1066,Petrol,"69,052 km",1st Owner,MANUAL,DL-2C,Hyundai Elite i20,2017,Hyundai,"6,16,099"
1067,Petrol,"1,09,750 km",1st Owner,MANUAL,HR-26,Hyundai i10 ERA,2007,Hyundai,"1,39,899"
1068,Diesel,"48,555 km",1st Owner,MANUAL,DL-3C,Mahindra Scorpio S10,2014,Mahindra,"8,78,399"
1069,Diesel,"86,036 km",1st Owner,AUTOMATIC,DL-3C,Maruti Swift VDI,2013,Maruti,"3,29,899"
1070,Petrol,"50,098 km",1st Owner,MANUAL,DL-9C,Honda Jazz 1.2,2017,Honda,"6,15,000"
1071,Petrol,"1,18,427 km",1st Owner,,DL-9C,Maruti Alto K10,2011,Maruti,"1,80,299"
1072,Diesel,"55,887 km",1st Owner,MANUAL,HR-26,Maruti Vitara Brezza,2019,Maruti,"8,38,199"
1073,Diesel,"96,177 km",1st Owner,MANUAL,DL-3C,Ford Ecosport 1.5TITANIUM,2016,Ford,"6,25,000"
1074,Diesel,"80,976 km",1st Owner,MANUAL,DL-1C,Maruti Swift VDI,2014,Maruti,"3,85,199"
1075,Diesel,"37,054 km",1st Owner,MANUAL,DL-4C,Maruti Vitara Brezza,2019,Maruti,"9,12,199"
1076,Petrol,"24,897 km",3rd Owner,MANUAL,UP-14,Hyundai VENUE 1.0L,2019,Hyundai,"9,80,000"
1077,Diesel,"79,368 km",1st Owner,MANUAL,HR-26,Ford Ecosport 1.5,2017,Ford,"6,85,399"
1078,Diesel,"93,113 km",1st Owner,MANUAL,UP-14,Renault Duster 85,2013,Renault,"4,21,899"
1079,Diesel,"86,066 km",2nd Owner,MANUAL,HR-51,Maruti S Cross,2017,Maruti,"8,52,599"
1080,Diesel,"92,788 km",,,DL-2C,Maruti Vitara Brezza,2017,Maruti,"6,64,799"
1081,Diesel,"33,652 km",,,UP-14,Mahindra Scorpio S10,2016,Mahindra,"11,50,000"
1082,Diesel,"85,172 km",2nd Owner,MANUAL,DL-10,Ford Figo 1.4,2015,Ford,"2,10,000"
1083,Petrol,"86,325 km",1st Owner,MANUAL,DL-3C,Toyota Etios G,2011,Toyota,"2,59,000"
1084,Diesel,"50,673 km",1st Owner,MANUAL,DL-3C,Maruti Ertiga VDI,2017,Maruti,"6,92,000"
1085,Petrol,"84,706 km",1st Owner,MANUAL,UP-85,Maruti Wagon R,2014,Maruti,"3,14,499"
1086,Diesel,"1,08,007 km",1st Owner,MANUAL,DL-3C,Hyundai i20 ASTA,2012,Hyundai,"2,93,899"
1087,Diesel,"38,213 km",1st Owner,MANUAL,DL-9C,Maruti Vitara Brezza,2019,Maruti,"7,42,499"
1088,Diesel,"56,926 km",1st Owner,MANUAL,UP-14,Honda Amaze 1.5,2018,Honda,"5,63,899"
1089,Diesel,"84,334 km",1st Owner,MANUAL,DL-12,Hyundai Verna FLUIDIC,2014,Hyundai,"4,99,899"
1090,Diesel,"88,190 km",1st Owner,MANUAL,DL-12,Toyota Innova 2.5,2013,Toyota,"6,69,999"
1091,Diesel,"72,108 km",1st Owner,MANUAL,DL-8C,Maruti Swift VDI,2014,Maruti,"3,96,999"
1092,Petrol,"71,036 km",1st Owner,MANUAL,HR-05,Hyundai Grand i10,2015,Hyundai,"4,17,199"
1093,Diesel,"97,735 km",2nd Owner,MANUAL,DL-3C,Toyota Etios Liva,2013,Toyota,"3,08,199"
1094,Diesel,"70,302 km",2nd Owner,AUTOMATIC,UP-16,Maruti Vitara Brezza,2018,Maruti,"7,50,000"
1095,Petrol,"98,076 km",1st Owner,MANUAL,DL-7C,Honda Civic 1.8S,2009,Honda,"2,45,000"
1096,Diesel,"91,797 km",1st Owner,AUTOMATIC,DL-3C,Honda City E,2015,Honda,"4,85,000"
1097,Diesel,"59,223 km",1st Owner,MANUAL,DL-12,Mahindra TUV300 T8,2016,Mahindra,"5,69,000"
1098,Diesel,"76,156 km",1st Owner,MANUAL,DL-6C,Maruti Swift VDI,2014,Maruti,"3,81,499"
1099,Petrol,"46,882 km",2nd Owner,MANUAL,HR-36,Maruti Baleno DELTA,2019,Maruti,"5,27,999"
1100,Diesel,"83,813 km",,,DL-2C,Audi Q3 35,2015,Audi,"17,17,299"
1101,Diesel,"74,994 km",,,UP-15,Maruti Vitara Brezza,2018,Maruti,"6,03,299"
1102,Petrol,"84,557 km",,,HR-26,Honda City SV,2016,Honda,"6,42,699"
1103,Petrol,"75,360 km",,,DL-2C,Honda City S,2014,Honda,"5,25,000"
1104,Petrol,"1,13,701 km",,,DL-3C,Honda City S,2010,Honda,"3,28,199"
1105,Diesel,"81,240 km",,,DL-7C,Mahindra XUV500 W10,2017,Mahindra,"13,00,000"
1106,Diesel,"74,780 km",1st Owner,,DL-12,Hyundai Elite i20,2017,Hyundai,"6,01,599"
1107,Petrol,"61,081 km",1st Owner,MANUAL,DL-3C,Maruti Wagon R,2015,Maruti,"3,08,199"
1108,Petrol,"42,953 km",2nd Owner,MANUAL,DL-8C,Maruti Ertiga ZXI,2019,Maruti,"9,55,000"
1109,Diesel,"92,380 km",1st Owner,MANUAL,DL-10,Ford Ecosport 1.5TITANIUM,2013,Ford,"4,54,199"
1110,Petrol,"71,859 km",2nd Owner,MANUAL,DL-8C,Maruti Alto 800,2014,Maruti,"2,40,000"
1111,Diesel,"1,08,981 km",1st Owner,MANUAL,DL-7C,Skoda Yeti AMBITION,2012,Skoda,"3,86,499"
1112,Petrol,"48,877 km",1st Owner,MANUAL,DL-8C,Hyundai Verna 1.6,2018,Hyundai,"10,15,000"
1113,Diesel,"92,768 km",1st Owner,MANUAL,HR-26,Hyundai Verna FLUIDIC,2013,Hyundai,"4,40,000"
1114,Diesel,"1,13,695 km",,,DL-10,Toyota Etios GD,2012,Toyota,"2,62,699"
1115,Petrol,"1,16,871 km",2nd Owner,MANUAL,HR-26,Hyundai i10 SPORTZ,2010,Hyundai,"2,22,799"
1116,Petrol,"63,396 km",1st Owner,MANUAL,UP-16,Hyundai Grand i10,2015,Hyundai,"4,09,099"
1117,Diesel,"1,10,484 km",1st Owner,MANUAL,HR-26,Maruti Swift Dzire,2013,Maruti,"3,90,599"
1118,Diesel,"83,213 km",1st Owner,MANUAL,DL-1C,Hyundai Creta 1.6,2015,Hyundai,"8,46,599"
1119,Petrol,"91,931 km",2nd Owner,MANUAL,DL-6C,Maruti Swift VXI,2014,Maruti,"3,63,099"
1120,Diesel,"92,860 km",1st Owner,MANUAL,DL-8C,Renault Duster 85,2014,Renault,"3,84,099"
1121,Diesel,"82,095 km",4th Owner,AUTOMATIC,DL-1C,Fiat Punto EVO,2014,Fiat,"2,67,699"
1122,Diesel,"60,488 km",1st Owner,MANUAL,DL-10,Maruti S Cross,2016,Maruti,"5,25,000"
1123,Diesel,"1,00,126 km",1st Owner,MANUAL,HR-26,Hyundai Verna FLUIDIC,2013,Hyundai,"4,40,000"
1124,Diesel,"41,294 km",2nd Owner,MANUAL,DL-1C,Mercedes Benz E,2013,Mercedes,"15,49,199"
1125,Diesel,"19,492 km",1st Owner,,DL-2C,Mercedes Benz CLA,2016,Mercedes,"21,90,299"
1126,Diesel,"80,332 km",1st Owner,MANUAL,DL-8C,Maruti Vitara Brezza,2017,Maruti,"7,37,699"
1127,Petrol + CNG,"1,09,639 km",1st Owner,MANUAL,HR-26,Toyota Corolla Altis,2008,Toyota,"3,42,999"
1128,Petrol,"51,346 km",1st Owner,MANUAL,DL-10,Maruti Baleno DELTA,2017,Maruti,"5,70,000"
1129,Petrol,"1,09,676 km",1st Owner,MANUAL,DL-2C,Maruti A Star,2009,Maruti,"1,78,799"
1130,Diesel,"1,05,493 km",2nd Owner,MANUAL,DL-8C,Toyota Etios Liva,2013,Toyota,"2,56,799"
1131,Diesel,"30,790 km",1st Owner,,DL-12,Mahindra Scorpio S4+Intelli,2017,Mahindra,"10,03,000"
1132,Petrol,"82,431 km",4th Owner,,DL-9C,Maruti Swift LXI,2015,Maruti,"3,70,599"
1133,Petrol,"43,872 km",2nd Owner,MANUAL,UP-16,Volkswagen Polo GT,2018,Volkswagen,"7,17,299"
1134,Diesel,"88,542 km",2nd Owner,MANUAL,HR-26,Renault Duster 85,2015,Renault,"4,28,899"
1135,Petrol,"37,904 km",1st Owner,MANUAL,DL-9C,Maruti Baleno ALPHA,2018,Maruti,"7,23,299"
1136,Diesel,"82,016 km",1st Owner,MANUAL,DL-3C,Maruti Swift Dzire,2013,Maruti,"2,84,699"
1137,Diesel,"84,757 km",1st Owner,MANUAL,DL-7C,Hyundai Creta 1.6,2016,Hyundai,"8,04,599"
1138,Petrol,"1,20,423 km",2nd Owner,MANUAL,DL-7C,Honda City 1.5,2009,Honda,"2,28,199"
1139,Diesel,"57,004 km",2nd Owner,MANUAL,UP-14,Maruti Vitara Brezza,2016,Maruti,"6,50,000"
1140,Petrol,"79,084 km",1st Owner,MANUAL,DL-10,Toyota Corolla Altis,2015,Toyota,"9,15,499"
1141,Petrol,"62,865 km",1st Owner,MANUAL,DL-1C,Volkswagen Polo TRENDLINE,2015,Volkswagen,"4,08,000"
1142,Diesel,"75,953 km",,,DL-3C,Honda Amaze 1.5,2013,Honda,"3,13,799"
1143,Diesel,"52,394 km",1st Owner,MANUAL,UP-16,Mahindra Scorpio S10,2017,Mahindra,"14,75,000"
1144,Diesel,"82,140 km",1st Owner,MANUAL,DL-9C,Maruti Swift Dzire,2014,Maruti,"3,90,399"
1145,Petrol,"99,412 km",2nd Owner,AUTOMATIC,DL-13,Renault Scala RXL,2013,Renault,"2,65,000"
1146,Petrol,"89,422 km",1st Owner,MANUAL,DL-1C,Honda Jazz 1.2,2015,Honda,"4,61,099"
1147,Petrol,"78,595 km",1st Owner,MANUAL,HR-51,Maruti Swift LXI,2014,Maruti,"4,22,699"
1148,Diesel,"95,637 km",2nd Owner,MANUAL,UP-16,Maruti Ciaz VDI+,2015,Maruti,"5,32,299"
1149,Petrol,"1,00,706 km",1st Owner,MANUAL,HR-51,Hyundai Santro Xing,2009,Hyundai,"1,47,000"
1150,Diesel,"78,027 km",2nd Owner,MANUAL,UP-14,Hyundai Creta 1.6,2018,Hyundai,"10,59,699"
1151,Diesel,"1,14,363 km",1st Owner,MANUAL,DL-2C,Maruti Swift Dzire,2012,Maruti,"3,36,899"
1152,Diesel,"79,049 km",1st Owner,,DL-12,Mahindra Quanto C2,2012,Mahindra,"2,25,000"
1153,Diesel,"73,732 km",1st Owner,MANUAL,HR-72,Mahindra Scorpio S6,2016,Mahindra,"9,00,000"
1154,Diesel,"58,328 km",1st Owner,MANUAL,UP-14,Mahindra Bolero ZLX,2014,Mahindra,"4,52,000"
1155,Diesel,"88,559 km",1st Owner,MANUAL,DL-3C,Hyundai Verna FLUIDIC,2012,Hyundai,"5,11,099"
1156,Petrol,"1,23,304 km",1st Owner,MANUAL,DL-9C,Maruti Alto LXI,2009,Maruti,"1,20,000"
1157,Diesel,"98,400 km",,,HR-29,Maruti Swift Dzire,2014,Maruti,"3,65,099"
1158,Diesel,"87,697 km",1st Owner,MANUAL,HR-51,Hyundai Creta 1.6,2016,Hyundai,"9,05,799"
1159,Diesel,"30,079 km",1st Owner,MANUAL,UP-14,Maruti Ertiga ZDI,2019,Maruti,"10,75,000"
1160,Petrol,"68,121 km",1st Owner,MANUAL,DL-3C,Maruti Ertiga VXI,2019,Maruti,"8,25,000"
1161,Diesel,"1,05,733 km",1st Owner,MANUAL,DL-7C,Hyundai Elite i20,2016,Hyundai,"4,85,599"
1162,Petrol,"69,449 km",1st Owner,MANUAL,DL-8C,Maruti IGNIS ZETA,2018,Maruti,"5,40,000"
1163,Petrol,"86,925 km",1st Owner,MANUAL,DL-6C,Tata Zest XE,2015,Tata,"3,00,000"
1164,Diesel,"1,09,230 km",1st Owner,MANUAL,HR-26,Ford Figo 1.4,2012,Ford,"2,23,899"
1165,Petrol,"65,373 km",1st Owner,MANUAL,DL-2C,Maruti Baleno DELTA,2018,Maruti,"5,25,000"
1166,Diesel,"91,360 km",1st Owner,MANUAL,DL-1C,Maruti Ritz LDI,2013,Maruti,"2,75,699"
1167,Diesel,"80,910 km",1st Owner,MANUAL,DL-2C,Maruti Swift VDI,2015,Maruti,"4,43,699"
1168,Petrol,"83,226 km",1st Owner,MANUAL,DL-7C,Hyundai i20 SPORTZ,2012,Hyundai,"3,23,000"
1169,Diesel,"88,954 km",1st Owner,MANUAL,DL-8C,Maruti Swift VDI,2013,Maruti,"3,47,099"
1170,Diesel,"92,117 km",1st Owner,MANUAL,UP-14,Maruti Swift VDI,2014,Maruti,"3,82,799"
1171,Petrol,"61,307 km",1st Owner,MANUAL,DL-1C,Datsun Go T,2014,Datsun,"2,50,000"
1172,Diesel,"50,181 km",1st Owner,MANUAL,DL-12,Ford Ecosport 1.5,2018,Ford,"6,95,000"
1173,Diesel,"69,423 km",2nd Owner,MANUAL,UP-16,Volkswagen Polo COMFORTLINE,2015,Volkswagen,"4,90,000"
1174,Diesel,"75,313 km",1st Owner,MANUAL,UP-16,Hyundai Elite i20,2015,Hyundai,"5,33,699"
1175,Diesel,"1,45,373 km",1st Owner,MANUAL,UP-14,Maruti Swift Dzire,2012,Maruti,"3,55,099"
1176,Diesel,"96,015 km",1st Owner,MANUAL,DL-7C,Toyota Innova 2.5,2013,Toyota,"6,24,499"
1177,Diesel,"1,12,058 km",1st Owner,MANUAL,HR-34,Maruti Swift Dzire,2013,Maruti,"3,85,299"
1178,Petrol,"1,01,223 km",2nd Owner,MANUAL,UP-14,Maruti Eeco 7,2016,Maruti,"3,00,000"
1179,Diesel,"83,300 km",1st Owner,MANUAL,HR-26,Maruti Vitara Brezza,2018,Maruti,"7,75,299"
1180,Diesel,"98,047 km",1st Owner,MANUAL,DL-12,Maruti Swift VDI,2013,Maruti,"3,06,999"
1181,Diesel,"93,769 km",1st Owner,MANUAL,DL-8C,Mahindra XUV500 W10,2017,Mahindra,"11,30,099"
1182,Diesel,"54,598 km",1st Owner,MANUAL,DL-7C,Hyundai Creta 1.4,2019,Hyundai,"9,80,000"
1183,Diesel,"1,09,107 km",1st Owner,MANUAL,UP-14,Maruti Ritz VDI,2012,Maruti,"2,34,499"
1184,Diesel,"1,13,365 km",1st Owner,MANUAL,DL-11,Nissan Sunny XL,2012,Nissan,"2,35,399"
1185,Diesel,"1,05,865 km",2nd Owner,MANUAL,DL-8C,Toyota Corolla Altis,2012,Toyota,"3,66,199"
1186,Petrol,"98,596 km",1st Owner,MANUAL,HR-26,Honda City S,2009,Honda,"3,29,299"
1187,Diesel,"88,382 km",1st Owner,MANUAL,DL-3C,Maruti Swift VDI,2014,Maruti,"3,95,499"
1188,Diesel,"24,386 km",1st Owner,MANUAL,HR-12,Honda BR-V 1.5,2019,Honda,"9,25,000"
1189,Petrol,"1,08,338 km",1st Owner,MANUAL,UP-16,Maruti Ritz VXI,2010,Maruti,"2,32,199"
1190,Diesel,"1,02,024 km",1st Owner,AUTOMATIC,DL-9C,Maruti Swift VDI,2012,Maruti,"2,90,699"
1191,Petrol,"1,07,333 km",1st Owner,MANUAL,DL-4C,Honda Jazz 1.2,2010,Honda,"2,34,199"
1192,Diesel,"1,05,522 km",3rd Owner,MANUAL,DL-9C,Maruti Swift Dzire,2012,Maruti,"3,04,399"
1193,Diesel,"1,05,388 km",1st Owner,MANUAL,DL-1C,Maruti Swift VDI,2012,Maruti,"3,04,299"
1194,Diesel,"1,26,072 km",1st Owner,MANUAL,DL-5C,Maruti Swift VDI,2015,Maruti,"4,13,099"
1195,Petrol,"73,375 km",1st Owner,MANUAL,DL-8C,Maruti Swift LXI,2015,Maruti,"4,10,999"
1196,Diesel,"52,110 km",1st Owner,MANUAL,HR-26,Mercedes Benz E,2013,Mercedes,"14,13,099"
1197,Diesel,"58,504 km",1st Owner,MANUAL,UP-14,Mahindra Thar CRDE,2019,Mahindra,"9,38,000"
1198,Petrol,"1,42,754 km",1st Owner,MANUAL,DL-4C,Honda City S,2010,Honda,"2,92,399"
1199,Petrol,"97,701 km",1st Owner,MANUAL,DL-8C,Hyundai Elite i20,2015,Hyundai,"5,39,799"
1200,Diesel,"91,912 km",1st Owner,MANUAL,DL-8C,Maruti Ertiga VDI,2014,Maruti,"5,00,000"
1201,Diesel,"82,882 km",1st Owner,MANUAL,UP-14,Mahindra XUV500 W10,2015,Mahindra,"9,34,999"
1202,Diesel,"1,06,941 km",1st Owner,MANUAL,DL-9C,Maruti Swift Dzire,2015,Maruti,"4,28,599"
1203,Diesel,"1,01,529 km",1st Owner,MANUAL,HR-26,Maruti Vitara Brezza,2016,Maruti,"6,36,999"
1204,Diesel,"49,797 km",1st Owner,MANUAL,UP-16,Hyundai Elite i20,2017,Hyundai,"5,60,000"
1205,Diesel,"76,443 km",1st Owner,MANUAL,DL-12,Hyundai Elite i20,2015,Hyundai,"4,70,399"
1206,Diesel,"91,254 km",,,UP-14,Chevrolet Cruze LTZ,2013,Chevrolet,"4,94,299"
1207,Diesel,"93,447 km",2nd Owner,MANUAL,DL-9C,Honda Amaze 1.5,2013,Honda,"2,89,599"
1208,Diesel,"1,01,254 km",1st Owner,MANUAL,DL-8C,Maruti Ciaz ALPHA,2017,Maruti,"6,04,099"
1209,Diesel,"97,711 km",1st Owner,MANUAL,DL-12,Maruti Swift VDI,2014,Maruti,"3,70,099"
1210,Diesel,"76,827 km",2nd Owner,MANUAL,DL-3C,Maruti Swift Dzire,2016,Maruti,"4,48,199"
1211,Diesel,"82,459 km",1st Owner,MANUAL,DL-9C,Maruti S Cross,2016,Maruti,"5,39,399"
1212,Diesel,"55,875 km",1st Owner,MANUAL,DL-10,Mahindra Scorpio S4PLUS,2016,Mahindra,"8,75,000"
1213,Petrol,"1,20,919 km",1st Owner,MANUAL,DL-1C,Maruti Swift Dzire,2010,Maruti,"2,29,199"
1214,Diesel,"1,04,810 km",1st Owner,MANUAL,HR-51,Toyota Etios Liva,2013,Toyota,"3,73,899"
1215,Diesel,"59,837 km",1st Owner,MANUAL,UP-16,Hyundai Creta 1.6,2018,Hyundai,"11,21,599"
1216,Diesel,"92,527 km",1st Owner,MANUAL,UP-16,Maruti Swift VDI,2015,Maruti,"3,77,299"
1217,Diesel,"1,03,633 km",1st Owner,MANUAL,DL-1C,Renault Scala RXZ,2013,Renault,"2,59,399"
1218,Diesel,"91,280 km",1st Owner,MANUAL,HR-51,Maruti Swift VDI,2015,Maruti,"3,79,599"
1219,Diesel,"47,470 km",1st Owner,MANUAL,DL-8C,Renault Duster RXZ,2017,Renault,"7,06,000"
1220,Diesel,"83,669 km",1st Owner,MANUAL,DL-10,Toyota Innova 2.5,2013,Toyota,"6,70,499"
1221,Diesel,"54,858 km",1st Owner,MANUAL,DL-7C,Hyundai Verna 1.6,2018,Hyundai,"8,90,000"
1222,Petrol,"48,775 km",1st Owner,AUTOMATIC,DL-3C,Maruti Eeco 5,2018,Maruti,"3,28,999"
1223,Diesel,"39,695 km",1st Owner,MANUAL,UP-14,Hyundai Creta 1.6,2019,Hyundai,"14,07,999"
1224,Diesel,"1,16,238 km",1st Owner,MANUAL,DL-4C,Maruti Ertiga ZDI,2015,Maruti,"5,22,399"
1225,Diesel,"1,02,746 km",1st Owner,,DL-1C,Maruti Swift Dzire,2012,Maruti,"3,07,999"
1226,Petrol,"61,025 km",1st Owner,MANUAL,DL-4C,Hyundai Elite i20,2014,Hyundai,"4,88,500"
1227,Diesel,"78,346 km",1st Owner,,DL-12,Maruti Vitara Brezza,2016,Maruti,"6,20,599"
1228,Diesel,"80,076 km",1st Owner,MANUAL,HR-26,Audi Q3 35,2015,Audi,"16,95,000"
1229,Diesel,"63,968 km",1st Owner,MANUAL,DL-2C,Ford Ecosport 1.5TITANIUM,2015,Ford,"5,25,000"
1230,Diesel,"92,160 km",3rd Owner,AUTOMATIC,DL-1C,Maruti S Cross,2015,Maruti,"5,22,099"
1231,Petrol,"35,447 km",1st Owner,MANUAL,UP-15,Hyundai Verna 1.6,2018,Hyundai,"10,75,000"
1232,Diesel,"94,544 km",3rd Owner,AUTOMATIC,DL-9C,Maruti S Cross,2015,Maruti,"5,90,299"
1233,Diesel,"66,285 km",1st Owner,MANUAL,DL-10,Ford Ecosport 1.5,2018,Ford,"9,75,000"
1234,Petrol,"39,813 km",2nd Owner,MANUAL,DL-12,Maruti Baleno DELTA,2018,Maruti,"5,90,000"
1235,Diesel,"94,413 km",1st Owner,MANUAL,DL-12,Ford Ecosport 1.5TITANIUM,2014,Ford,"4,56,099"
1236,Diesel,"69,864 km",2nd Owner,MANUAL,UP-16,Mercedes Benz E,2013,Mercedes,"12,10,799"
1237,Diesel,"1,08,083 km",1st Owner,MANUAL,DL-8C,Maruti Swift VDI,2015,Maruti,"3,95,799"
1238,Diesel,"67,720 km",2nd Owner,MANUAL,DL-1C,Audi Q3 35,2015,Audi,"17,24,599"
1239,Diesel,"83,358 km",2nd Owner,MANUAL,DL-10,Toyota Corolla Altis,2015,Toyota,"10,75,000"
1240,Petrol,"77,544 km",1st Owner,MANUAL,DL-14,Honda City VX,2015,Honda,"6,75,000"
1241,Diesel,"61,916 km",1st Owner,MANUAL,DL-10,Honda Jazz 1.5,2018,Honda,"6,25,000"
1242,Petrol,"77,438 km",2nd Owner,MANUAL,DL-4C,Maruti Swift LXI,2012,Maruti,"3,35,000"
1243,Diesel,"1,07,134 km",1st Owner,AUTOMATIC,UP-14,Maruti Swift VDI,2013,Maruti,"3,06,699"
1244,Petrol,"96,464 km",1st Owner,MANUAL,DL-3C,Hyundai i10 ERA,2011,Hyundai,"1,90,000"
1245,Diesel,"52,979 km",1st Owner,MANUAL,DL-9C,Maruti Ciaz VDI+,2016,Maruti,"5,40,000"
1246,Petrol,"1,02,747 km",1st Owner,MANUAL,UP-14,Maruti Ritz LXI,2012,Maruti,"2,54,099"
1247,Diesel,"1,22,524 km",1st Owner,MANUAL,DL-1C,Maruti Ritz VDI,2012,Maruti,"2,22,299"
1248,Petrol,"1,26,375 km",3rd Owner,MANUAL,DL-9C,Maruti Alto 800,2012,Maruti,"2,00,099"
1249,Diesel,"25,810 km",2nd Owner,MANUAL,UP-16,Honda Amaze VX,2019,Honda,"8,68,000"
1250,Diesel,"96,711 km",1st Owner,MANUAL,DL-9C,Honda Amaze 1.5,2015,Honda,"4,04,299"
1251,Petrol,"95,237 km",1st Owner,MANUAL,DL-4C,Toyota Corolla Altis,2010,Toyota,"3,01,000"
1252,Diesel,"94,727 km",1st Owner,,HR-26,Maruti Swift VDI,2013,Maruti,"4,16,499"
1253,Petrol,"1,34,071 km",1st Owner,MANUAL,DL-1C,Nissan Micra XE,2011,Nissan,"1,84,599"
1254,Diesel,"1,18,878 km",1st Owner,MANUAL,DL-3C,Maruti Ertiga VDI,2013,Maruti,"4,64,399"
1255,Diesel,"1,06,482 km",1st Owner,AUTOMATIC,HR-26,Ford Ecosport 1.5TITANIUM,2013,Ford,"4,38,999"
1256,Diesel,"1,07,563 km",1st Owner,MANUAL,HR-29,Maruti Swift VDI,2015,Maruti,"4,38,099"
1257,Diesel,"71,343 km",1st Owner,MANUAL,DL-8C,Hyundai Elite i20,2015,Hyundai,"5,46,199"
1258,Petrol,"1,21,508 km",1st Owner,,UP-14,Toyota Corolla Altis,2011,Toyota,"3,89,299"
1259,Diesel,"47,148 km",1st Owner,MANUAL,DL-1C,Nissan Terrano XV,2015,Nissan,"7,26,299"
1260,Petrol,"95,434 km",1st Owner,MANUAL,DL-3C,Maruti Swift LXI,2015,Maruti,"3,64,799"
1261,Petrol,"72,873 km",1st Owner,MANUAL,DL-12,Honda City VX,2016,Honda,"8,00,000"
1262,Diesel,"83,736 km",1st Owner,MANUAL,HR-26,Ford Figo 1.4,2012,Ford,"2,47,399"
1263,Diesel,"91,461 km",2nd Owner,MANUAL,HR-30,Maruti Swift VDI,2015,Maruti,"4,15,999"
1264,Petrol,"56,416 km",1st Owner,MANUAL,DL-9C,Hyundai Elite i20,2016,Hyundai,"5,24,000"
1265,Petrol,"1,38,853 km",1st Owner,MANUAL,DL-8C,Hyundai Grand i10,2014,Hyundai,"3,18,399"
1266,Diesel,"1,44,247 km",1st Owner,MANUAL,HR-36,Maruti Swift Dzire,2014,Maruti,"3,48,199"
1267,Petrol,"56,533 km",1st Owner,MANUAL,HR-51,Hyundai Elite i20,2015,Hyundai,"5,35,000"
1268,Diesel,"1,12,723 km",2nd Owner,MANUAL,DL-3C,Maruti Swift VDI,2012,Maruti,"2,87,599"
1269,Petrol,"83,924 km",1st Owner,MANUAL,DL-1C,Hyundai Creta 1.6,2015,Hyundai,"7,73,499"
1270,Diesel,"36,938 km",2nd Owner,MANUAL,UP-14,Ford Ecosport 1.5,2018,Ford,"8,25,000"
1271,Diesel,"1,01,209 km",2nd Owner,MANUAL,DL-12,Maruti Swift VDI,2015,Maruti,"3,85,899"
1272,Diesel,"52,393 km",1st Owner,MANUAL,DL-12,Mahindra Scorpio S4PLUS,2016,Mahindra,"8,60,000"
1273,Diesel,"1,06,123 km",1st Owner,AUTOMATIC,DL-7C,Hyundai Elite i20,2015,Hyundai,"4,81,899"
1274,Diesel,"1,06,314 km",2nd Owner,MANUAL,DL-9C,Toyota Etios Liva,2013,Toyota,"2,73,199"
1275,Diesel,"56,811 km",1st Owner,MANUAL,DL-4C,Hyundai Verna FLUIDIC,2014,Hyundai,"5,75,000"
1276,Diesel,"88,591 km",2nd Owner,MANUAL,DL-3C,Volkswagen Polo COMFORTLINE,2015,Volkswagen,"3,20,000"
1277,Diesel,"1,01,076 km",1st Owner,MANUAL,DL-3C,Volkswagen Polo HIGHLINE1.2L,2013,Volkswagen,"3,20,699"
1278,Petrol,"79,341 km",1st Owner,MANUAL,DL-6C,Maruti Swift ZXI,2012,Maruti,"4,86,099"
1279,Diesel,"98,281 km",1st Owner,MANUAL,DL-10,Hyundai Verna FLUIDIC,2013,Hyundai,"5,30,699"
1280,Petrol,"1,34,123 km",1st Owner,MANUAL,HR-26,Honda City S,2011,Honda,"3,25,000"
1281,Diesel,"81,143 km",1st Owner,MANUAL,DL-2C,Toyota Innova 2.5,2015,Toyota,"9,05,000"
1282,Petrol,"92,821 km",1st Owner,MANUAL,HR-26,Honda City S,2015,Honda,"5,00,000"
1283,Petrol,"70,812 km",1st Owner,MANUAL,DL-10,Honda Amaze 1.2,2015,Honda,"4,07,499"
1284,Diesel,"1,22,762 km",1st Owner,MANUAL,DL-8C,Maruti Swift VDI,2015,Maruti,"3,75,899"
1285,Diesel,"1,13,889 km",1st Owner,MANUAL,HR-29,Maruti Swift VDI,2015,Maruti,"3,90,499"
1286,Diesel,"1,24,996 km",1st Owner,MANUAL,DL-8C,Maruti Swift VDI,2012,Maruti,"3,41,099"
1287,Diesel,"1,29,639 km",1st Owner,MANUAL,UP-16,Maruti Swift VDI,2012,Maruti,"2,96,199"
1288,Diesel,"92,292 km",1st Owner,MANUAL,HR-70,Toyota Innova 2.5,2013,Toyota,"7,62,099"
1289,Diesel,"98,348 km",1st Owner,MANUAL,UP-16,Maruti Vitara Brezza,2016,Maruti,"6,48,999"
1290,Diesel,"1,29,390 km",1st Owner,MANUAL,DL-9C,Maruti Swift Dzire,2012,Maruti,"2,85,299"
1291,Diesel,"86,859 km",2nd Owner,MANUAL,DL-14,Toyota Innova 2.5,2014,Toyota,"7,13,499"
1292,Diesel,"95,770 km",2nd Owner,MANUAL,HR-29,Maruti Swift Dzire,2014,Maruti,"3,75,399"
